0,1,4
0,7,5
0,13,3
0,25,4
0,40,5
0,55,2
0,62,4
0,72,3
0,15,5
0,88,4
0,91,2
0,99,3
0,22,4
0,77,5
0,33,3
0,60,4
0,84,5
1,5,2
1,18,4
1,33,3
1,47,5
1,51,4
1,67,2
1,10,3
1,44,5
1,28,4
1,36,5
1,78,3
1,95,4
1,20,3
1,80,4
1,38,2
1,90,5
2,3,5
2,15,4
2,27,2
2,55,5
2,76,3
2,89,4
2,10,3
2,34,4
2,58,5
2,79,2
2,97,4
2,44,3
2,31,5
2,66,4
2,29,2
3,8,5
3,12,3
3,22,4
3,38,2
3,55,5
3,63,4
3,73,3
3,89,5
3,91,4
3,99,2
3,27,3
3,65,4
3,33,5
3,77,4
3,45,2
3,50,5
4,9,3
4,14,5
4,23,4
4,34,3
4,56,5
4,67,2
4,85,4
4,31,3
4,42,5
4,51,4
4,11,2
4,79,3
4,99,5
4,61,4
4,44,3
4,39,5
5,0,4
5,18,3
5,29,2
5,37,5
5,45,4
5,55,3
5,73,5
5,82,4
5,94,2
5,13,5
5,35,3
5,59,4
5,71,2
5,86,5
5,20,3
5,92,4
5,47,3
6,72,4
6,39,1
6,94,2
6,9,2
6,14,2
6,29,4
6,38,3
6,67,3
6,50,5
6,66,2
6,33,5
6,100,5
6,75,3
6,24,3
6,4,4
6,60,2
6,46,3
6,28,5
6,55,4
7,39,1
7,49,2
7,90,5
7,87,1
7,8,4
7,23,3
7,58,4
7,36,2
7,83,3
7,53,1
7,26,5
7,3,5
7,30,5
7,68,1
7,59,2
7,42,4
8,90,1
8,100,1
8,73,1
8,11,3
8,32,1
8,89,4
8,45,5
8,15,2
8,95,4
8,93,4
8,31,4
8,16,4
8,81,4
8,29,2
8,40,5
8,97,2
8,61,3
8,48,1
8,24,1
9,92,4
9,36,4
9,2,4
9,75,3
9,16,5
9,89,1
9,74,1
9,50,4
9,64,4
9,31,3
9,5,3
9,27,3
9,8,4
9,57,3
9,15,2
9,9,5
9,44,3
9,81,1
9,79,2
10,23,1
10,35,5
10,6,1
10,9,5
10,8,2
10,86,3
10,28,2
10,85,4
10,65,3
10,56,3
10,18,2
10,88,1
10,94,3
10,33,5
10,12,4
10,44,4
10,42,3
10,38,5
11,10,5
11,34,4
11,22,2
11,56,3
11,12,5
11,67,4
11,89,3
11,14,2
11,48,1
11,23,5
11,7,4
11,59,5
11,61,3
11,91,4
11,83,2
12,2,3
12,36,4
12,74,5
12,93,3
12,17,2
12,57,4
12,22,1
12,80,5
12,34,3
12,65,2
12,40,4
12,72,5
12,11,4
13,9,3
13,28,5
13,35,4
13,18,2
13,46,3
13,51,1
13,69,4
13,96,5
13,0,2
13,64,5
13,21,4
13,39,2
13,50,3
13,85,4
14,4,1
14,77,3
14,38,5
14,13,4
14,92,2
14,6,4
14,73,3
14,19,5
14,88,4
14,45,2
14,25,3
14,84,5
14,62,4
14,58,3
15,5,2
15,29,4
15,41,5
15,8,3
15,55,2
15,68,4
15,32,3
15,91,1
15,24,5
15,78,4
15,97,3
15,60,2
15,43,5
16,10,4.5
16,23,4.0
16,45,3.5
16,67,5.0
16,89,4.2
16,13,3.8
16,56,4.6
16,24,4.1
16,78,3.9
16,92,4.7
16,20,3.6
16,34,4.3
16,58,4.8
16,90,3.7
16,12,4.0
17,11,4.2
17,35,3.9
17,46,4.4
17,66,4.1
17,88,3.8
17,15,3.5
17,60,4.3
17,21,3.7
17,79,4.6
17,93,4.0
17,22,3.9
17,36,4.1
17,57,4.5
17,91,4.7
17,13,3.6
18,14,3.8
18,37,4.2
18,47,4.0
18,69,4.5
18,83,4.3
18,18,3.9
18,61,4.1
18,23,4.4
18,82,4.7
18,98,4.0
18,26,3.6
18,38,4.3
18,59,3.8
18,87,4.5
18,30,4.2
19,17,4.1
19,39,3.7
19,48,4.4
19,70,3.8
19,84,4.2
19,19,3.9
19,62,4.3
19,25,3.5
19,83,4.1
19,97,4.6
19,28,3.8
19,40,4.2
19,63,4.5
19,88,3.7
19,31,4.0
20,20,4.3
20,41,4.1
20,49,3.6
20,71,4.5
20,85,4.2
20,21,3.7
20,64,4.0
20,27,4.4
20,84,4.7
20,99,3.8
20,29,4.2
20,42,4.1
20,65,3.9
20,89,4.3
20,32,4.5
21,11,4.3
21,36,3.9
21,49,4.1
21,65,4.5
21,79,3.8
21,24,4.2
21,58,4.0
21,33,4.7
21,87,3.9
21,43,4.4
21,66,4.3
21,90,4.1
21,12,4.5
21,34,4.2
21,77,3.8
22,13,4.2
22,35,3.9
22,47,4.1
22,69,4.3
22,84,4.0
22,18,3.8
22,51,4.4
22,26,4.5
22,89,3.9
22,37,4.2
22,61,4.1
22,95,4.3
22,14,4.5
22,31,3.9
22,72,4.2
23,15,3.9
23,38,4.3
23,59,4.0
23,73,4.2
23,87,3.8
23,20,4.1
23,50,4.4
23,28,4.5
23,92,4.0
23,42,3.9
23,64,4.3
23,99,4.1
23,17,4.2
23,32,4.5
23,75,3.8
24,19,4.3
24,40,4.0
24,63,4.2
24,70,3.9
24,84,4.1
24,21,4.5
24,52,4.2
24,29,3.8
24,93,4.3
24,45,4.0
24,67,4.2
24,96,3.9
24,22,4.1
24,31,4.5
24,78,4.2
25,23,3.9
25,44,4.3
25,65,4.0
25,77,4.2
25,89,3.8
25,27,4.1
25,53,4.4
25,30,4.5
25,98,4.0
25,35,3.9
25,62,4.3
25,81,4.1
25,25,4.2
25,34,4.5
25,74,3.8
26,26,4.3
26,46,4.0
26,66,4.2
26,79,3.9
26,87,4.1
26,29,4.5
26,54,4.2
26,36,3.8
26,97,4.3
26,41,4.0
26,68,4.2
26,82,3.9
26,32,4.1
26,37,4.5
26,71,4.2
27,14,3.9
27,40,4.3
27,56,4.0
27,72,4.2
27,85,3.8
27,17,4.1
27,52,4.4
27,24,4.5
27,91,4.0
27,45,3.9
27,62,4.3
27,83,4.1
27,30,4.2
27,35,4.5
27,76,3.8
28,16,4.3
28,41,4.0
28,60,4.2
28,73,3.9
28,88,4.1
28,23,4.5
28,53,4.2
28,25,3.8
28,94,4.3
28,47,4.0
28,70,4.2
28,84,3.9
28,31,4.1
28,38,4.5
28,80,4.2
29,19,3.9
29,50,4.3
29,64,4.0
29,75,4.2
29,89,3.8
29,26,4.1
29,54,4.4
29,28,4.5
29,97,4.0
29,33,3.9
29,61,4.3
29,81,4.1
29,36,4.2
29,49,4.5
29,73,3.8
30,10,4.3
30,42,4.0
30,57,4.2
30,78,3.9
30,90,4.1
30,20,4.5
30,55,4.2
30,27,3.8
30,98,4.3
30,48,4.0
30,67,4.2
30,85,3.9
30,29,4.1
30,34,4.5
30,79,4.2
31,13,3.9
31,43,4.3
31,58,4.0
31,74,4.2
31,86,3.8
31,21,4.1
31,51,4.4
31,30,4.5
31,95,4.0
31,32,3.9
31,65,4.3
31,87,4.1
31,38,4.2
31,52,4.5
31,76,3.8
32,14,4.3
32,40,4.0
32,64,4.2
32,79,3.9
32,91,4.1
32,24,4.5
32,56,4.2
32,28,3.8
32,99,4.3
32,49,4.0
32,70,4.2
32,84,3.9
32,33,4.1
32,35,4.5
32,80,4.2
33,15,3.9
33,45,4.3
33,59,4.0
33,73,4.2
33,88,3.8
33,27,4.1
33,54,4.4
33,31,4.5
33,92,4.0
33,37,3.9
33,66,4.3
33,82,4.1
33,41,4.2
33,55,4.5
33,77,3.8
34,11,4.3
34,36,4.0
34,50,4.2
34,72,3.9
34,89,4.1
34,20,4.5
34,53,4.2
34,26,3.8
34,93,4.3
34,46,4.0
34,67,4.2
34,83,3.9
34,30,4.1
34,32,4.5
34,78,4.2
35,12,3.9
35,39,4.3
35,60,4.0
35,74,4.2
35,90,3.8
35,22,4.1
35,51,4.4
35,34,3.4
36,5,4.3
36,15,4.1
36,25,3.9
36,35,4.6
36,45,4.2
36,55,3.8
36,65,4.4
36,75,4.0
36,85,3.7
36,95,4.5
36,2,4.1
36,12,3.9
36,22,4.3
36,32,4.5
36,42,4.0
37,6,4.2
37,16,3.7
37,26,4.4
37,36,4.1
37,46,3.9
37,56,4.5
37,66,4.0
37,76,4.3
37,86,4.7
37,96,4.1
37,3,3.8
37,13,4.2
37,23,4.4
37,33,4.5
37,43,3.9
38,7,4.1
38,17,4.3
38,27,4.5
38,37,4.0
38,47,3.9
38,57,4.6
38,67,4.2
38,77,3.7
38,87,4.3
38,97,4.1
38,4,4.0
38,14,4.2
38,24,3.8
38,34,4.5
38,44,4.1
39,8,4.4
39,18,3.9
39,28,4.2
39,38,4.1
39,48,4.0
39,58,3.7
39,68,4.3
39,78,4.6
39,88,4.1
39,98,4.5
39,5,3.8
39,15,4.0
39,25,4.4
39,35,4.1
39,45,3.9
40,9,4.3
40,19,4.0
40,29,4.6
40,39,4.2
40,49,3.8
40,59,4.1
40,69,4.4
40,79,4.0
40,89,3.7
40,99,4.5
40,6,4.1
